jluth,Text changing (with animation) not saved without exit editing mode / text box or go to Slide Show
markus.mohrhard,XLS and XLSX - 2D pie ends up as 3D
kohei,Manage Names dialog won't show the ranges of named ranges when dialog is shown
jluth,Writer doesn't remember non numeric zoom factors in .doc files
nemeth,Diacritics problem with Graphite fonts
mikekaganski,FILEOPEN: Documents with embedded fonts take too long to open
lionel,REPORTBUILDER: Wrong order by-clause generated by reportbuilder
michael.stahl,footer affected by header left/right sharing in UI and ODF/DOCX formats
serval2412,"EDITING: Embedded Firebird - Tables with Date-fields let LO crash, when query executed in Tools → SQL"
zolnaitamas2000,"Accessible caret-moved events missing when editing cells if ""freeze"" is enabled [a11y]"
zolnaitamas2000,ACCESSIBILITY: new UI widget layout start center incorrect F6 and F10 key traversal [a11y]
lionel,EDITING: Refresh a table does not work when a form is open simultaneously.
erack,COUNTIF with criterium <>number does not count empty cells.
michael.stahl,EDITING Can't edit OLE object (MS Visio) in a DOC document
erack,segfault opening a particular file
erack,FILESAVE: CSV export problem with formatted text cells
kohei,Customize dialog crashes on exit
kohei,moving named range does not move name reference
kohei,FILESAVE: Overlining on partial content of cell lost
lionel,UI: Formatting of Checkbox in a Form alternated - 3D became flat and flat became 3D
kohei,Array formula bug SUM(Len(A2:A200)) adds empty cells
jluth,VIEWING: Writer inserts an unwanted page break before a text frame in DOCX
varga.balazs3,FILEOPEN: Imported .docx charts missing legend with default name
momonasmon,Hyperlink dialog toward an internal target shows as !!br0ken!!
michael.stahl,assertion from ImplDbgTestSolarMutex
jluth,FORMATTING: Section in a header ignores manual column breaks
jluth,FILEOPEN: DOCX : 'Page Break - Column Break' (in 1 column per page) not correctly imported
serval2412,UI: LightProof: Italian translation too long in options
erack,Formulas with external references incorrectly updated when sorted
kohei,Pasting special with subtract operation not working if target cell is empty.
kohei,Other: dbsum wrong when entering data using Alt+Enter
kohei,Updating range names messes up formula.
kohei,EDITING: Paste special with Skip empty cells freezes
jluth,"FILEOPEN: DOCX - incorrect placement of image inside a cell when position option ""Layout in table cell"" is set"
kohei,"Loses formula reference after cut, paste and undo"
kohei,EDITING: long wait on Undo
vasily.melenchuk,FILEOPEN: DOCX - Incorrect space between bullet and first line text due to wrong tab stop at value
tundeth,FILESAVE: When saving a DOCX that has a picture with a hyperlink on it - the hyperlink is lost
kohei,"UI: Filter with dates doesn't populate right, duplicate entries with different format."
kohei,UI: Duplicate Shortcut 'S' in Data menu
serval2412,EDITING SIGABRT: ... past-the-end iterator
s.mehrbrodt,FILESAVE: Tab positions not being retained in PPT and being lost in PPTX
zolnaitamas2000,"Border down and right don't have good view, but good export in PDF"
jluth,FILEOPEN: Incorrect spacing between numbers and lines when opening a .doc file
erack,"EDITING: IFNA() IFERROR() have an strange behaviour inside SUMPRODUCT, fine inside an array SUM()"
zolnaitamas2000,FILEOPEN: .doc has large black rectangles between paragraphs
nemeth,VIEWING EDITING: spellchecker works wrong if there are Cyrillic symbols in the path to Libre folder
markus.mohrhard,Demo2 hang ...
erack,Setting Default Western Language to None doesn't stick
serval2412,"Writer export to Mediawiki fail to recognize "" underline"""
michael.stahl,FORMATTING: numbering scheme of headings
jluth,EDITING: Compress image removes flip settings
jluth,FILEOPEN: DOCX Strict - Numbering indentation not imported correctly
michael.stahl,FILEOPEN: MSO ODT - Left page header has duplicate image in it
jluth,FILEOPEN: DOCX - Cell top border is visible when <w:insideH> node is present
lionel,Commit of unchanged date field corrupts the field
sbergman,Form Designer: assertion raised at Reference.h:402 or segfault
vasily.melenchuk,FILEOPEN: NUMBERING: text paragraph indentation/tab stops in .DOCX displayed incorrectly with tab
momonasmon,TOOLBAR: Drop down buttons loose drop down feature when customizing presentation toolbar
serval2412,Mod operator does not deal with decimals as described in help
kohei,Wrong references after columns are deleted - when the range of delete columns partially covers the range of the cells the formula refers to
momonasmon,FILEOPEN: docx file with doc extension triggers the repair dialog
erack,no broadcast after text to columns to convert text to numbers
s.mehrbrodt,SIDEBAR: Left and right alignment buttons need to be swapped in RTL
michael.stahl,VIEWING: A Navigator entry in particular .odt pegs CPU
jluth,"ibus keyboarding solution - kmfl characters are not ""swallowed"" after completing the complex letter"
michael.stahl,"New ""XML Form Document"" cause Document Recovery dialog"
momonasmon,TOOLBAR: Paste no longer has paste special drop down in Impress/Draw
lionel,"Query: Parameter-dialog should submit NULL instead of empty string, if there is no input."
lionel,EDITING: Form-wizard doesn't show background-styles
jluth,linked textboxes/frames don't work in .docx format
jluth,track changes - accepting change in MS Word merges tables cells
bakos.attilakaroly,FILEOPEN: Incorrect layout of table in DOCX file
jluth,"Unevaluated variable (""Undo: Delete $1"") appears in UNDO list after cutting text"
momonasmon,Numbering toolbar icon not working for certain locales
lionel,Form: Tablecontrol navigation to last row often impossible
markus.mohrhard,"XLSX: In charts, graph legend position is not saved if you drag it manually"
jluth,Style changed when saved as docx
jluth,Table corrupted when saved as doc
jluth,"TABLE, FORMATTING: .doc page breaks between tables lost when saved in Word"
michael.stahl,Failure to load gradients from ods file
jluth,DOC import: broken cross reference field
erack,Text to columns only affects first line when width is auto set
Katarina.Behrens,Subscript and superscript have problems retaining FORMATTING
dennisfrancis.in,FILEOPEN:Calc correctly reads but does not apply pie label settings
markus.mohrhard,FILESAVE: XLSX - Chart being saved in OOXML 2007 format
markus.mohrhard,FILESAVE: XLSX - Chart appears with round corners [RT]
markus.mohrhard,FILEOPEN: Chart Axis Label replaces Legend on OOXML round trip
jluth,FILEOPEN: DOCX - Incorrect text highlight color in table header
michael.stahl,Applying font replacement does not adapt line breaks
jluth,Emulate non-splitting tables with .DOC is broken
varga.balazs3,FILEOPEN: Decimal Place Formatting issue with imported OOXML charts
jluth,"FORMATTING: DOCX, Paragraph background color set to 'No Fill' not persisted on save"
michael.stahl,"WRITER ""Format All Comments"" doesn't set the format properly so it is lost when storing the documents"
tundeth,FILESAVE : XLSX Image hyperlink is not exported after roundtrip.
jluth,using kmfl in calc transposes characters when editing existing text
markus.mohrhard,Chart Axis Title rotated on OOXML round trip
jluth,FILESAVE: Shapes Rotated 180 Moved on Round-Trip
momonasmon,Draw has no named toolbar
jluth,FILESAVE: Borders not proper in table from DOCX
jluth,FILESAVE: Footnotes per page not recognized in .DOCX
erack,"EDITING: For Spanish cell format with the first three letters of a day of week plus date, only for Tuesday (Martes) is not recognized as date."
lionel,View of cell data gone in Table Data View
zolnaitamas2000,Cannot get accessible text attributes for 'Not in dictionary' entry
zolnaitamas2000,Missing accessibility events when selecting/deselecting cells in Calc
erack,Changing a formula calculation to include § causes truncation
jluth,FILESAVE: DOCX - Margins not preserve
Katarina.Behrens,"Very slow previewing of (or blank, invisible..) master pages - resizing panel refreshes them instantly"
jluth,EDITING: Text selection with Shift+PageDown broken part2
momonasmon,Calc: Basic drawing tools don't work
momonasmon,"FILESAVE PDF: LibreOffice crashes when saving document (GTK3, Gnome 3.18)"
vasily.melenchuk,Paragraph numbering on one paragraph resets when it shouldn't
erack,"SORTING Natural sorting not working with non-letter,non-number content"
jluth,Alt+X represent Unicode characters in the Basic Multilingual Plane by with 4 hexadecimal digits
jluth,Header/footer lost (in specific file) on subsequent pages caused by page break (new page style crated)
zolnaitamas2000,FILESAVE: Roundtrip any PPTX file with Shapes creates invalid OOXML
jluth,<Alt>+<x> does not work in any of LO 5.1.0.0beta1 modules any longer
zolnaitamas2000,"FILEOPEN: MSO DOCX image incorrectly placed when using Alignment Position(Top Margin, Top Page ...)"
michael.stahl,Pasting text leaves focus somewhere in the middle of the document.
lionel,BASE: filter doesn't work for query fields which are sum
lionel,Left Join not available in Base SQL parser (and thus in Query UI) with unixodbc and sqlite
lionel,garbage for null in non-nullable integer field
jluth,EditEng AccessibleParagraph not focused on first use - KMFL doesn't swallow characters
jluth,"Characters are not displayed in GTK textbox until Enter is pressed – IME-input (Japanese,…) is not shown on Properties|Description|Comment."
jluth,Docx import loses landscape after first page
jluth,FILESAVE: Paragraph White Fill added to some tables in DOCX export
michael.stahl,DOCX import: paragraphs wrongly in a list in particular document
markus.mohrhard,FILEOPEN: XLS import hangs with 100% cpu usage
jluth,FILESAVE DOC Does not preserve the font size in empty tables
michael.stahl,"Undo ""AutoFormat Table Styles"" is incorrect"
erack,Array Formula Incorrectly Evaluated
mikekaganski,FILEOPEN: can't open files in path of more than 260 chars
jluth,table properties single cell spacing not saved.
s.mehrbrodt,Impress: Hard to select a hyperlink with the mouse
momonasmon,Bring back Save as singular .uno command
erack,SUM function does not take into account precision as shown for ranges with numbers only (comment #7).
mikekaganski,"White Line in single monitor slide show mode, LibreOffice Impress"
erack,Defining a named range for complete column or row results in broken expression (Formula syntax = ExcelR1C1)
s.mehrbrodt,"Adjust language from ""Target"" to ""URL"" or ""Address"" in hyperlink dialog"
markus.mohrhard,"assertion ""SolarMutex not locked"" from <Cancel> Data Ranges dialog"
jluth,Exported DOCX cannot be opened by Word 2013
erack,"Advanced filter dialog being modal, it is impossible to select filter criteria with the mouse"
erack,CALCULATING: some wildcard combination doesn't work at least with SUMIF()/COUNTIF()
serval2412,Delete column with styles resets the 'Apply Style' drop down
jluth,Clear direct formatting ignores area fill attributes
Katarina.Behrens,"UI: Paste Special dialog, Tab order for option buttons Operations is wrong"
jluth,FILEOPEN DOCX Long text in 1-cell table is showing only 2 lines
zolnaitamas2000,Find Text text widget fails to emit accessible object:text-caret-moved events
jluth,"EDITING: ""Delete Comment"" in Comment drop-down menu sometimes deletes the commented text!"
Katarina.Behrens,Custom Gradient not getting saved to ODP
momonasmon,ruler cannot be hidden
markus.mohrhard,Issue with clone conditional formatting. Not all copied formatting is saved.
erack,WEEKDAY function - second parameter not checked
vasily.melenchuk,FILEOPEN: Docx arrows not correctly rendered
sbergman,Support Java9
erack,"EFFECT_ADD -> EFFECTIVE, EFFECT function"
Katarina.Behrens,Solid color section doesn't keep origin
markus.mohrhard,FORMATTING - conditional formatting gets corrupted upon copy/paste/insert
erack,Operator & (text concatenation) in array mode broken
serval2412,Template manager slow to load template previews
jluth,"""Disallow table to split across pages"" does not work for a table after the file is saved as ""doc"" and reopened."
jluth,textbox background fill lost when round-tripping in .doc
serge.krot,Empty input fields completely invisible
momonasmon,In the Startcenter there is no tooltip for the thumbnails
jluth,Inserting comments makes commented text unsearchable
Katarina.Behrens,Sidebar Page content panel background drop lists confusion
markus.mohrhard,MS PowerPoint with Chart shows hidden data labels when opened in Impress
michael.stahl,"ODF filter: <table:table> as child of <draw:custom-shape> is written in case of strict ODF1.2, but invalid"
erack,F4 breaks array formula
kohei,Fileopen XML: Date format not recognized in a column and opened as general number (comment 6)
momonasmon,Border widget must not focus the first option
jluth,"unable to compile in 12.04: Namespace prefix manifest on file-entry is not defined"""
jluth,FILESAVE: DOCX - Header watermark draw object gets corrupted on roundtripped
s.mehrbrodt,"FILEOPEN: Non-English numbering characters ""①, ②, ③"", ""α, β, γ"" are converted to digits (1,2,3)"
erack,Status bar functions don't work across multiple sheets
jluth,FILEOPEN: DOCX: paragraph spacing not imported
jluth,FILEOPEN: DOCX: Incorrect page break moves content to page 2
jluth,FILEOPEN: DOCX: Table is displayed behind the text
dennisfrancis.in,FILEOPEN: DOCX: Bubble not displayed in chart
varga.balazs3,"FILESAVE: DOCX with X Y Bubble chart corrupted after roundtrip, cannot open in MSO"
markus.mohrhard,Conditional formatting is not updated when deleting a row
heiko.tietze,Add Breeze palette
jluth,FILESAVE: columns saved in different pages after RT
jluth,FILEOPEN: PPTX Table cell borders shouldn't be displayed
zolnaitamas2000,FILEOPEN: PPTX: Group solid fill is not imported
nemeth,"FILEOPEN DOCX: Paragraph spacing ""auto"" is imported as 0.49 cm"
bakos.attilakaroly,FILEOPEN DOC/DOCX: Wrongly placed images in table
jluth,FILEOPEN: DOCX: missing page and paragraph
erack,Dump and slow saving of specific XLSX
jluth,Edit page-break dropdown between pages uses current cursor placement - not first paragraph of following page
markus.mohrhard,FILEOPEN DOCX: Inconsistent pie chart color
jluth,"FILEOPEN: green image in .DOC header incorrectly positioned, ""bellow paragraph"" from Word not correctly set ""from top to margin"" in Writer"
jluth,FILEOPEN DOCX: File appears to be empty
michael.stahl,Formatting toolbar closes and cannot be reopened after converting text to Math object
bakos.attilakaroly,FILEOPEN: Wrong Position of MS .docx Chart Object on Import
jluth,FILEOPEN: DOCX: Extra page added between portrait and landscape pages
jluth,FILEOPEN: DOCX Paragraph spacing is set to 0
jluth,FILEOPEN: DOCX: Extra paragraph added to first page
Katarina.Behrens,FILESAVE: PPTX Transparent % background not exported
serval2412,Digital Signature reports !!br0ken!! in Properties dialog
jluth,docx autosize table created very large - extends way past right margin
michael.stahl,assertion in SwRegHistory::InsertItems
sbergman,Inserting images into Photo Gallery crashes when image file name contains hash (#)
sbergman,SortDescriptor Delimeter property changed to CHAR value
nemeth,FILEOPEN: DOCX: Incorrect font size in btlr text
jluth,Text position of one line of text changes when adding a border line below it
erack,FORMATTING: Unable to change Data Bar conditional formatting
jluth,FILEOPEN DOCX: LibO will add a empty page after each page break
mikekaganski,LibreOffice Fileopen PDF formatting: PDF is flipped (upsidedown/backwards)
mikekaganski,"Positions just before and just after fields (like FORMCHECKBOX) are read-only, disallowing removal of the field"
erack,Applied background color is not selected when opening Format > Cells > Background
raykowj,Problem with <Shift>+TAB keyboard Navigation on the Standard toolbar
Armin.Le.Grand,right/bottom borders of export shape to png (etc) missing
bakos.attilakaroly,FILEOPEN: DOCX: Text boxes overlapping the page borders are handled wrong
serge.krot,FILESAVE: Check boxes get lost when saving as .XLSX
mikekaganski,VIEWING: Document canvas view jumps to beginning of index after updating
momonasmon,Color widget should list an exact number of items
michael.stahl,FILEOPEN: RTF: Incorrect paragraph break at the beginning of the document
jluth,FILEOPEN: Incorrect column alignment in table
momonasmon,Color picker window in floating mode closes itself
michael.stahl,"FILESAVE, ODF: attribute text:style-name is invalid in table:table-template"
Armin.Le.Grand,Error when saving a polygon with points converted to curve
nemeth,"Protect changes setting can be turned off even if ""Lock Tracking"" is set in DOCX"
jluth,FILESAVE: DOCX: highly cropped images lose most of the crop on round-trip.
sbergman,MS Word cannot open round-tripped docx
serval2412,EDITING: error deleting relationship in embedded Firebird
erack,"ODF export LO uses wrong element for user data ""initials"" in file (loext:sender-initials)"
markus.mohrhard,FILEOPEN: XLSX - Chart sheet tab color not imported
serval2412,Fatal Error from rt-click on table in Relation Design window
momonasmon,Customize window: Styles > Table category in Add Commands empty
momonasmon,Customize window: Styles > Cell category in Add Commands empty
momonasmon,Customize window: Styles > Table Design Styles category in Add Commands empty
jluth,FILEOPEN: DOC: character properties of autokern don't override default style
jluth,XLSB: sheet protection is reversed
markus.mohrhard,FILEOPEN XLSX: The column descriptions of a column chart disappear
tundeth,"[FILESAVE DOCX] Exploded Donut charts do not ""explode"" if more than 1 column of data"
varga.balazs3,[FILESAVE DOCX] Chart title area fill property lost when saved as DOCX
erack,Autofill overwrites data with mixed empty and filled cells
nemeth,FILEOPEN: SAXException: [word/document.xml line 2]: unknown error for .docx with floating table in header
erack,"Calc ""export selection"" exports whole  page"
mikekaganski,DOCX IMPORT: support unit specification for ST_HpsMeasure
erack,Text in form text fields no longer visible
serval2412,Inserting into a Form Table Control Date/Time (Time) field gets stuck
mikekaganski,Repeat of 2 heading rows do not work in case of vertical text orientation in 2nd row
nemeth,FILEOPEN: DOCX file numbered list number in wrong place - not preserving hanging indent
vasily.melenchuk,FILEOPEN: DOCX file numbered list restarted from 1 following section break assumes previous numbered list sequence after 1
erack,"[EDITING] Named range gives an ERR result when deleting a row/column of their range, but the named reference erroneously remains fine."
serge.krot,FILESAVE XLSX: Copy-pasting cell validation may result in a sheet reference error saved as invalid xlsx content
erack,Deletion up to MAXCOL or MAXROW needs to handle UpdateReference
mikekaganski,DOCX IMPORT: Extra pages and wrong page sizes in a specific document
jluth,FILEOPEN: DOCX: footnote separators missing
jluth,RTF import: Numbering is duplicated
jluth,FILESAVE: DOCX: new line added every roundtrip
zolnaitamas2000,Moving table object with ALT+Arrow keys does not work properly
zolnaitamas2000,DOCX: Multipage table is not imported properly - fix by avoid floating table conversion
m.weghorn,Mailmerge: cannot use CSV with space in the file name as Address List with MM Wizard
zolnaitamas2000,FILESAVE: ODT: Anchor changed from 'as character' to 'to character' after RT
mikekaganski,FILESAVE: Textbox's height is reduced after RT
mikekaganski,DOCX IMPORT: A table in a specific document has wrong width in Writer
jluth,Footnote number format changes after conversion to .docx and opening in Microsoft Word
markus.mohrhard,Crashreport: link isn't displayed in Linux
serval2412,Assert in ustring:cxx - static_cast<unsigned char>(*pCharStr) < 0x80
erack,TEXTJOIN and CONCAT handle array/matrix column-wise instead of row-wise
dennisfrancis.in,FILEOPEN:Importer correctly reads but does not apply pie label settings of XLSX and DOCX
sbergman,Crashed in Calc Macro (Basic)
serval2412,AddTempDevFont(const OUString& rFontFileURL) leaks memory on invocation
Armin.Le.Grand,FILEOPEN: ole object preview is blank
Armin.Le.Grand,VIEWING: Text become blurred while zooming
serval2412,CoreTextGlyphFallbackSubstitution::FindFontSubstitute() leaks memory on invocation
serval2412,Template Manager memory leak in TemplateLocalView::insertItems()
raykowj,Area tab bug: Unexpected interaction between bitmap and pattern settings
serval2412,Memory Leak in sd::TemplateScanner::ScanEntry()
erack,unable to open XLSX files in Calc
mikekaganski,FILESAVE: Empty input fields in .DOCX not retained
michael.stahl,"assertion at dbggui.cxx:47, solar mutex locked"
serval2412,SfxCommonTemplateDialog_Impl::FillTreeBox() leaks memory
mikekaganski,"When using page-border, size of margins increases every time file is saved as DOC(X) (see comment 3)"
nemeth,Allow image as full-page background to cover the whole page (see comment 19)
michael.stahl,FILEOPEN: DOCX thesis template with missing name and logo of university on 2nd page
michael.stahl,FILEOPEN: DOCX thesis template with empty header
jluth,FILEOPEN: RTF: Incorrect indent
michael.stahl,"assertion, lstner.cxx:101, ""duplicate listener ..."""
bakos.attilakaroly,FILEOPEN DOCX Image in header pushes the text that should be below the image to the right
mikekaganski,FILESAVE: An XLSX gives warning about Pivot Table cache on opening in Excel after saving in Calc
bakos.attilakaroly,"FILEOPEN DOCX Page breaks are before the images in Microsoft Word, but after images in LibreOffice Writer"
mikekaganski,FILEOPEN DOC: a table is imported into a frame; second page is missing
jluth,FILESAVE DOCX: Document with one column section appears with two columns in LO
serge.krot,"FILEOPEN, DOCX spurious blank line in text"
dennisfrancis.in,Undo delete of cell comment looses comment position
m.weghorn,'Delete comment' not working with mutli-selection
jluth,FILESAVE: DOC: Table is cropped after RT
michael.stahl,Copied FORMTEXT field in DOC is corrupted when file is saved and reopened
serval2412,Chart crashes when transparency is square
Armin.Le.Grand,FILEOPEN: Incorrect symbol displayed on document
serge.krot,FILEOPEN: DOCX: Textbox wrap differs in MSO and LO
Armin.Le.Grand,FILEOPEN: EMF+ Incorrect lines' height
heiko.tietze,Special character: context menu has no function
serval2412,File Selection widget in dialog causes crash
serval2412,Crash: Open 'Data Provider' on Calc
jluth,Roundtripping flipped group drawing in .docx results in shifted image in Word (but not Writer)
zolnaitamas2000,Sidebar: Controls are crammed in Slide content panel in Master view if going from Handout view
serge.krot,"UI: Links dialog: ""source file"" label is overwritten with its value"
erack,Cross-Document reference in array formula using FIND/ISERROR does not work
michael.stahl,Inserting Draw Objects via BASIC command does not place them at given vertical position
Armin.Le.Grand,FILEOPEN: artifacts on Images ( white lines )
michael.stahl,FILEOPEN: DOCX: Incorrect vertical position of textbox
mikekaganski,DOCX with floating table having 100% width incorrectly imported
serval2412,Calc crashes when deleting a sheet if the preceding sheet contains image
dennisfrancis.in,LibreOffice will hang when moving or copying a few columns using drag and drop
erack,Calc does not give warning when opening file containing a sheet with more than 1024 columns
momonasmon,Crash in: Menu::~Menu()
raykowj,Outline headings remain highlighted in Navigator content navigation view after cursor is positioned to different outline heading in document
serval2412,SQL error: extra parentheses
serval2412,"Crash in 'Form-based filters' when updating filter name, e.g. the 'Or'"
nemeth,DOCX import: fix missing background color of numbering set by shadowing
markus.mohrhard,FILEOPEN: Chart height is different than before
jluth,FILESAVE: PPTX Incorrect position of shapes after RT
serval2412,"Letter, fax and agenda wizard not localized"
Katarina.Behrens,Strings in new Cryptography section of Options' User Data tab don't wrap if they are too long
jluth,EDITING: LibreOffice ignores page break when adding a table to the second page (& deletes a page in a certain case)
Katarina.Behrens,Incorrect shortcut key behavior in Options
zolnaitamas2000,Pasting multi-line text from external source behaves strangely
raykowj,Tree nodes containing the commands in the customization dialog should open on single click
michael.stahl,FILEOPEN: RTF: Incorrect vertical position of lines (follow-up)
mikekaganski,FILESAVE: RTF: Incorrect cell width after RT (in MSO)
erack,FILEOPEN XLSX Pie chart default percentage format does not match Excels
Armin.Le.Grand,FILEOPEN: Paragraph borders are non-continuous on paragraphs with paragraph spacing
raykowj,Missing Messages at the Use of “Navigate by” Function when Document Beginning or End is Reached
varga.balazs3,FILEOPEN .docx : Chart is distorted and legend overlaps with the chart
erack,"Use of WEBSERVICE within a macro in CALC raises an ""Illegal argument"" exception"
michael.stahl,Assert when using tab to move between controls in the Navigator in the Sidebar
jluth,FILEOPEN Shape in table in a DOC appears on wrong side of the page
mikekaganski,Not able to select an image in Calc (LibO6.1.0.0)
jluth,FILESAVE: .doc style is lost after saving file as .odt
erack,MATCH applied to a search array introduced by an OFFSET subexpression results in Err:504.
erack,Sum button: Calc adds wrong sum formulas if you select more than one row or column
m.weghorn,"If you enter email settings during the mailing process, the sending will fail"
erack,Find & Replace diacritic-sensitive searches are always linked to the CTL language setting and search replace fails when no CTL default is checked active
jluth,FILEOPEN DOC(X): background color of a table row disappears
heiko.tietze,"Remove ""3 seconds to add/delete col/row"" functions"
kohei,Cyrillic characters in XML show as question marks
mikekaganski,A new page style will have 'header on' without being checked at all
s.mehrbrodt,"Wrong font metrics with Font ""DIN Light"""
s.mehrbrodt,"Support Cut, Copy, and Paste with images anchored to Cells"
Katarina.Behrens,"GEN, KDE4: Find textbox can't get focus when find toolbar is undocked"
jluth,FILESAVE: DOC: CR added at the beginning of footnote on first save
s.mehrbrodt,Anchored to Cells set to Resize also Move when Shrunk
vasily.melenchuk,"FILEOPEN DOCX Numbering format shown as ""1.1.1-"" even though it should be ""1-1-1-"""
lionel,embedded firebird files created with parameter name substitution disabled
erack,Crash in: ScGridWindow::ClickExtern()
Armin.Le.Grand,Crop Outline does not match Crop Area
heiko.tietze,Sidebar: Shapes deck should fill the whole sidebar
raykowj,Wrong table formatting when redoing the adding of table rows
michael.stahl,External Forms: Form control property connection-resource link-ref contents changed when an odt file is saved
mikekaganski,FILEOPEN: RTF: parser dont draw tables correctly
nemeth,FILESAVE XLSX: Drawing Objects (Shapes) multiply every time an XLSX file with comments roundtrips
serge.krot,Autofilter settings being reset in some cases
Armin.Le.Grand,WRITER: Can't create group box using the wizard
heiko.tietze,FORMATTING Merge cells dialog radio buttons cannot be unselected
erack,Selection doesn't move left nor right by pressing ENTER
jluth,FILEOPEN: DOCX: Before text indent is ignored
Armin.Le.Grand,Blue textbox background when pasting sheets from clipboard
Armin.Le.Grand,A large 3D object gets pasted as a single dot
raykowj,Footnote navigation when in footnote text is inconsistent
Armin.Le.Grand,Fontwork shape is not saved
serval2412,Firebird: Migration: Libo enters race condition when certain odb files are migrated
serval2412,Base allows users to execute macro code even when macro execution is blocked by security setting
momonasmon,Ctl+Alt+Shift+V should paste in a comment when cursor is active in a comment field
raykowj,Area tab: Bitmap preview is not shown
mikekaganski,FILEOPEN Numbering in a specific DOC is huge
bakos.attilakaroly,FILEOPEN DOCX: Text in a table is invisible due to spacing and row height - see Comment 12
Armin.Le.Grand,Crash when cutting an 3d object in Draw
serval2412,"LibreOffice crashes after clicking ""Target in document"" button in the Hyperlink dialog"
erack,"LibreOffice Basic freezes when line ends with ""0."""
vasily.melenchuk,FILEOPEN: FORMATTING occasionally wrong row height
heiko.tietze,Sidebar: mouse wheel should work with the shapes desk
momonasmon,Last used color part of background color split button not working correctly
Armin.Le.Grand,FILEOPEN: Incorrect height of textboxes
varga.balazs3,FILEOPEN VBA Macro:“Workbooks.Open Filename” command does not work
zolnaitamas2000,FILESAVE DOCX ActiveX form control saved incorrectly with Hungarian accented letters
erack,Calc fails to render (default setting) kerning=off for cells with no character formatting (leads to bad type face and bad digit alignment) [Comment 23]
Armin.Le.Grand,FILEOPEN: General Error opening a SVG file
jluth,DOC/DOCX: Footnote separator Line position is wrong when locale doesn't match RTL/LTR
raykowj,Sidebar: Style is not added back to hierarchy after deleting and redoing it
serge.krot,FILESAVE: DOCX Export loses header/footer
michael.stahl,FILEOPEN: Form fields not displayed
jluth,FILESAVE: Shape is incorrectly rotated after RT
Armin.Le.Grand,Extrusion of shapes fails
nemeth,FILEOPEN DOCX Using direct formatting on a paragraph replaces non-modified attributes of the paragraph style with the settings of the base style.
jluth,FILEOPEN ODT Table rendered in wrong position. Position change reverts after save.
dennisfrancis.in,Statistics Regression. OK button always disabled because of decimal separator dependence with locale UI not dealt
michael.stahl,Master Document: insert text from file doesn't work
erack,RAND() in an array returns the same value for each cell
mikekaganski,Address block content not shown in mail-merged document if a field is added after running wizard
erack,subtotal option loses doesn't contain existing format for column
momonasmon,Paste Special - Unformatted text isn't working inside a textbox
mikekaganski,Installer claims of MS KB 2919355 for Win 8.1
mikekaganski,"CRASH Impress: UI locks up when I drag a slide from the left ""Slides"" view to the Windows taskbar"
nemeth,FILEOPEN: Auto spacing sets above paragraph property to 0
Armin.Le.Grand,Crash when dragging column from datasource to spreadsheet
raykowj,Area tab: Pattern preview is not shown
erack,inserting columns or rows changes global named ranges on different sheets if expand references is on and insertion touches the edge (ignoring sheet)
erack,Date Format MM/DD/YY not Preserved When reading XLSX or XLS
nemeth,EDITING DOCX Track changes deletion and addition in paragraphs with tracked paragraph formatting change not displayed instantly
bakos.attilakaroly,Fileopen DOCX: images outside table
s.mehrbrodt,FILESAVE PPTX: PowerPoint wants to repair the file after roundtrip and cannot open it
michael.stahl,Embedded table position off after switching from webview to normal view & back
mikekaganski,FILEOPEN Arabic text truncated in attached DOCX
mikekaganski,Fly in Words with non-animated background show entire paragraph in addition
serval2412,Freeze after command format->text->Capitalize Every Word
serval2412,Format > Text > Cycle Case on attached example file hangs Calc reproducibly
Armin.Le.Grand,FILEOPEN DOCX with embeddings: Image is blurred
serge.krot,FILEOPEN Top-aligned text in PPTX becomes bottom-aligned
nemeth,"FILEOPEN: Above paragraph set to 0,90 line instead of 0"
mikekaganski,Disappeared some MS Equation symbols in DOCX file when open it in Writer
michael.stahl,UI: Interactive gradient tool is broken
sbergman,Fileopen: Table opens a width of 115.60 cm (since LibO6.1) in webview
michael.stahl,[Writer Table] Freezes/hangs when splits a table with merged cells to 2 pages
heiko.tietze,UI Consistency for inserting rows in Writer table
mikekaganski,"Intermittent crash when Frame and document have blank database fields and ""Hide paragraphs"" option on"
erack,"Wrong result of Conditional formatting with type Date: condition ""This week"" shows 9 days in week instead 7 days"
mikekaganski,Rotation Dial for Image Does Not Work
m.weghorn,"Print dialog: ""Use only paper size from printer preferences"" may be shown with inconsistent values"
serval2412,Assertion failed when double-clicking in a table in the attached ODT
erack,Deleting shared formula group top cell does not re-establish listeners for the remaining (group) formula cell(s)  (steps in comment 5)
Katarina.Behrens,kde5: Impress presentation cannot be started using keyboard
jluth,FILEOPEN DOCX: Left table border overlaps text (no table-level borders defined)
zolnaitamas2000,FILESAVE DOCX The combo box ActiveX control is lost in LibreOffice Writer
Katarina.Behrens,kde5: Unnecessary white window in Base Database Wizard
Katarina.Behrens,"kde5: Java extension ""WollMux"" not working properly"
mikekaganski,"DOCX: Horizontal spacing of font ""Open Sans"" differs from Word"
mikekaganski,Installation glitch for EmojiOneColor-SVGinOT.ttf
dennisfrancis.in,Spreadsheet formula corrupt with 6.1.1.2
erack,Using a second defined database range in formula expression switches to first range.
